Name,Latitude,Longitude,Description,Type
Unnamed Bicycle Parking,1.4578016,103.8228941,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2857136,103.8472286,"Capacity: 5, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3459496,103.6931073,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3733984,103.9471369,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3729207,103.9469602,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3549383,103.9437725,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3246917,103.8512403,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.365785,103.7756843,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3136744,103.854638,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3146787,103.8562376,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3148502,103.8560638,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3159229,103.8573388,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.325902,103.8072371,"Capacity: 132, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3916936,103.7468945,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2950554,103.7845729,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3829479,103.8934885,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.292083,103.7689317,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.291189,103.7686356,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2953144,103.7698267,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2978261,103.7699698,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2979209,103.7695138,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3005809,103.7701504,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3109334,103.770871,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.310894,103.7703882,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3109173,103.7699036,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3108815,103.7694441,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3078107,103.776605,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3076126,103.7777255,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2989077,103.7871746,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.299166,103.7868773,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2892662,103.7798002,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3770243,103.8919179,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3754014,103.8885084,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3753015,103.8881513,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3756634,103.8886292,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3774867,103.8904908,"Capacity: 5, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3758498,103.8890519,"Capacity: 8, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.377143,103.8905391,"Capacity: 16, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3721856,103.8919668,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3716643,103.8930464,"Capacity: 46, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.2799621,103.7859823,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2813941,103.7869619,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2734321,103.8005927,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2746542,103.8018008,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3075024,103.7926073,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3081148,103.7932093,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3072337,103.7893045,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2928022,103.8445761,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3889671,103.9782216,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.378196,103.8920393,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3923994,103.895982,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3795835,103.8917033,"Capacity: 7, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3795805,103.8917383,"Capacity: 4, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3781449,103.8912965,"Capacity: 5, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3777192,103.8906306,"Capacity: 5, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3790766,103.8901317,"Capacity: 10, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3778245,103.8909032,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3797565,103.8901105,"Capacity: 18, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3794042,103.8899095,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3807135,103.8895163,"Capacity: 8, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3781543,103.8909104,"Capacity: 5, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3795542,103.8920241,"Capacity: 2, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3724132,103.8933498,"Capacity: 12, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3760535,103.8930531,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.375372,103.8930041,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3762531,103.8930838,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3721655,103.8929439,"Capacity: 15, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3753356,103.893043,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3893989,103.9871845,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3557962,103.9556908,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3718273,103.8852781,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3751256,103.887843,"Capacity: 8, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3718143,103.8852634,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3748507,103.8874315,"Capacity: 4, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3761926,103.8893596,"Capacity: 8, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3765814,103.8878285,"Capacity: 8, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3767155,103.887207,"Capacity: 7, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3770729,103.8895725,"Capacity: 4, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3755213,103.8877324,"Capacity: 7, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3704917,103.8823583,"Capacity: 8, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3707872,103.8810038,"Capacity: 12, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3765483,103.889882,"Capacity: 4, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3712242,103.8858402,"Capacity: 8, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3768236,103.8884608,"Capacity: 8, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3701595,103.8808654,"Capacity: 6, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3756396,103.8871472,"Capacity: 10, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3753318,103.8949259,"Capacity: 20, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3737305,103.8904749,"Capacity: 5, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3761482,103.894512,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3761296,103.8955054,"Capacity: 5, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.376444,103.8948993,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3755935,103.8951647,"Capacity: 20, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3757736,103.8948875,"Capacity: 5, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3744981,103.8909164,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.373715,103.8906474,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3750311,103.8934303,"Capacity: 7, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3741287,103.89055,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3762641,103.8954994,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3719519,103.8930773,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3744996,103.8904463,"Capacity: 4, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3747309,103.8939499,"Capacity: 10, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3723764,103.8929555,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.375455,103.8945004,"Capacity: 10, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3737572,103.8935661,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3772287,103.8938993,"Capacity: 5, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3742636,103.8938208,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3772331,103.8935947,"Capacity: 4, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3742848,103.8933789,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3764416,103.8951154,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3729018,103.8940306,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3757386,103.8944922,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.322852,103.8541108,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3889749,103.8971749,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3384682,103.705204,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3063921,103.7888593,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2705186,103.795549,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3334113,103.8464785,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.4492836,103.8201769,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.458806,103.8362706,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3508618,103.8711889,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2810595,103.7897091,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3778659,103.890192,"Capacity: 5, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.2982653,103.8553652,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3245176,103.850957,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3077732,103.8628423,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.2762552,103.8450767,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Bicycle Stand,1.3466086,103.9661579,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3331906,103.8469989,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2951838,103.8498426,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3137546,103.8509238,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3149672,103.850877,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3044678,103.9243771,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3378548,103.8408427,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3378189,103.840485,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.2959634,103.8501359,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3356449,103.7829805,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3114029,103.8571823,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3248706,103.8565619,"Capacity: 9, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3255496,103.8556746,"Capacity: 14, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3047474,103.8233233,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3126488,103.7795404,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3055281,103.8493109,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3267818,103.8580818,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3265488,103.8579666,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3136782,103.8378611,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3250442,103.8507873,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.2885701,103.8487909,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.323411,103.8153569,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3264285,103.8205005,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3242251,103.81399,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2981467,103.8486218,"Capacity: 5, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2712182,103.8637233,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.306327,103.7910109,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2857915,103.8034203,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2861572,103.8032454,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.28657,103.8036964,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.4243495,103.8403875,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3853709,103.8212756,"Capacity: 5, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.4202076,103.7198954,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2776558,103.8018414,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.2777251,103.7998347,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.2820311,103.8575717,"Capacity: 8, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3288756,103.8449967,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Geylang Polyclinic,1.3193903,103.8873468,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3028457,103.8769443,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3201673,103.8618121,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3405397,103.6373711,"Capacity: 50, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3297069,103.6395004,"Capacity: 100, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3299947,103.6399883,"Capacity: 30, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2986929,103.6278105,"Capacity: 30, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3204505,103.649269,"Capacity: 30, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3210004,103.6495167,"Capacity: 30, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3193803,103.6609748,"Capacity: 100, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3279098,103.6787519,"Capacity: 100, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3274774,103.678339,"Capacity: 66, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.4307201,103.8352119,"Capacity: 100, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.4395916,103.7341806,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3702439,103.7643598,"Capacity: 60, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3778969,103.762692,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3000923,103.8383648,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3169437,103.8433156,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3778583,103.7628652,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.2982364,103.803763,"Capacity: 40, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.2981501,103.8035845,"Capacity: 10, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.2973927,103.8055429,"Capacity: 8, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2909295,103.781559,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2918426,103.780457,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2991822,103.8475023,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3784953,103.8919677,"Capacity: 10, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.377383,103.8919672,"Capacity: 14, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3821744,103.892807,"Capacity: 48, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3398932,103.8744225,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2746569,103.8477098,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.274253,103.8469137,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.4297439,103.8361304,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3887351,103.9007465,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3154936,103.7653451,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3153256,103.7647996,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3841263,103.8927765,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.4173666,103.9009454,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.4149392,103.9142795,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.4135233,103.9129963,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.4147291,103.9110392,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.388791,103.7611733,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.389336,103.7616877,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.445538,103.7299393,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3006078,103.8553404,"Capacity: 12, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3701325,103.9473454,"Capacity: 44, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3732443,103.9498955,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3675403,103.947086,"Capacity: 14, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3672068,103.9476355,"Capacity: 10, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3675122,103.9501046,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3672654,103.9507008,"Capacity: 20, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.366766,103.9505702,"Capacity: 20, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3676945,103.9501702,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.343491,103.9529425,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3089187,103.8892008,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3911075,103.8950689,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3910017,103.8953651,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3908008,103.8951347,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3062106,103.8913125,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3930378,103.8955434,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.367421,103.9711171,"Capacity: 4, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3835488,103.8811516,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3835416,103.8810565,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3204535,103.8256579,"Capacity: 20, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.2759946,103.7918485,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3342015,103.9192003,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3363788,103.9325032,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3450268,103.9386839,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3991914,103.8178082,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3978678,103.8178486,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3591708,103.7521208,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3588276,103.7521328,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.2639087,103.804217,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3926836,103.8963164,"Capacity: 24, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.4494031,103.8224818,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.2746358,103.7918468,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3035542,103.7743321,"Capacity: 56, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.318616,103.746762,"Capacity: Unknown Capacity, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3730533,103.9498772,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3946752,103.8926375,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.4332688,103.761002,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3068443,103.9164187,"Capacity: 202, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3026313,103.9047284,"Capacity: 364, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.3124063,103.9411637,"Capacity: 204, Covered: yes",Bicycle Parking
Unnamed Bicycle Parking,1.2973375,103.8045311,"Capacity: 20, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3860162,103.897921,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
Unnamed Bicycle Parking,1.3626478,103.7677654,"Capacity: Unknown Capacity, Covered: no",Bicycle Parking
Unnamed Bicycle Parking,1.3307583,103.7969559,"Capacity: Unknown Capacity, Covered: Unknown",Bicycle Parking
