Name,Latitude,Longitude,Description,Type
Civil Service Club @ Changi,,,"Postal Code:: 508503<br>Level:: 1<br>Description:: Public toilets near swimming pool (public accessible area)<br>Temperature of water:: Cold, Hot, Room Temperature<br>Operator:: CSC Changi<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Bukit Panjang Methodist Church,,,Postal Code:: 678091<br>Level:: 1<br>Description:: Right before entrance (public area)<br>Temperature of water:: Cold<br>Operator:: Bukit Panjang Methodist Church<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Bukit Timah Railway Station,,,Postal Code:: 599938<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Raffles City,,,"Postal Code:: 179103<br>Level:: B1, 3<br>Description:: Pantry near toilets. B1 - besides Management Office; L3 - besides Lemongrass House<br>Temperature of water:: Cold, Hot<br>Operator:: CapitaLand<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Lorong Halus Wetland,,,Postal Code:: 9WWF+64 Singapore<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Unsure<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
HomeTeamNS Bukit Batok,,,"Postal Code:: 659003<br>Level:: 1<br>Description:: Next to swimming pool (public area)<br>Temperature of water:: Cold, Hot<br>Operator:: HomeTeamNS<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Bukit Batok Community Club,,,Postal Code:: 659959<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Jurong West Public Library,,,Postal Code:: 648346<br>Level:: 1<br>Description:: Near entrance<br>Temperature of water:: Cold<br>Operator:: NLB<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Potong Pasir Community Club,,,Postal Code:: 358361<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Bukit Panjang Community Club,,,Postal Code:: 678295<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Zhenghua Community Club,,,Postal Code:: 677738<br>Level:: 1<br>Description:: Newspaper corner<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Geylang Serai Market and Food Centre,,,Postal Code:: 402001<br>Level:: 2<br>Description:: Along the middle corridor<br>Temperature of water:: Room Temperature<br>Operator:: NEA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Marine Parade Central Market and Food Centre,,,Postal Code:: 440084<br>Level:: 1<br>Description:: NEA/Marine Parade Town Council<br>Temperature of water:: Room Temperature<br>Operator:: NEA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
SAFRA Jurong,,,Postal Code:: 649848<br>Level:: 1<br>Description:: Near basketball court<br>Temperature of water:: Cold<br>Operator:: SAFRA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
NUS: Lee Kuan Yew School of Public Policy,,,"Postal Code:: 8R98+JX Singapore<br>Level:: 1<br>Description:: Besides Octobox<br>Temperature of water:: Cold, Hot<br>Operator:: NUS<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Heartbeat @ Bedok,,,Postal Code:: 8WGJ+QV Singapore<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Kampong Ubi Community Centre,,,Postal Code:: 409075<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Parkland Green,,,"Postal Code:: 7WX4+MM Singapore<br>Level:: 1<br>Description:: Toilet block, facing expressway<br>Temperature of water:: Room Temperature<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
100AM: NTUC FairPrice Finest,,,Postal Code:: 079027<br>Level:: B1<br>Description:: Outside public toilets<br>Temperature of water:: Unsure<br>Operator:: NTUC<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Sembawang Hot Spring Park,,,Postal Code:: CRMF+P4 Singapore<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Room Temperature<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Singapore Flyer,,,Postal Code:: 039803<br>Level:: 1<br>Description:: Courtyard<br>Temperature of water:: Room Temperature<br>Operator:: Singapore Flyer<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Joo Chiat Community Club,,,Postal Code:: 427633<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Dunman Food Centre,,,Postal Code:: 424768<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Room Temperature<br>Operator:: NEA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Parkway Parade,,,"Postal Code:: 449269<br>Level:: B1<br>Description:: Dunman Food Centre<br>Temperature of water:: Cold, Hot<br>Operator:: LendLease<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Water Sports Centre,,,Postal Code:: 397699<br>Level:: 1<br>Description:: Next to main doors<br>Temperature of water:: Room Temperature<br>Operator:: SportsHub<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
SingPost Centre,,,"Postal Code:: 408600<br>Level:: 3<br>Description:: Outside public toilets<br>Temperature of water:: Cold, Hot<br>Operator:: Singpost<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Haig Road Market & Food Centre,,,Postal Code:: 430014<br>Level:: 1<br>Description:: At second row of stalls after washrooms<br>Temperature of water:: Room Temperature<br>Operator:: Marine Parade Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Geylang Serai Market and Food Centre,,,Postal Code:: 402001<br>Level:: 2<br>Description:: Near overhead bridge to Wisma Geylang Serai<br>Temperature of water:: Room Temperature<br>Operator:: NEA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
FairPrice Joo Chiat Complex,,,Postal Code:: 8V8X+49 Singapore<br>Level:: 1<br>Description:: Next to cashier<br>Temperature of water:: Cold<br>Operator:: NTUC<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Buona Vista Community Club,,,Postal Code:: 270036<br>Level:: 2<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Eastpoint Mall,,,"Postal Code:: 528833<br>Level:: 2<br>Description:: Outside public toilets<br>Temperature of water:: Cold, Hot<br>Operator:: Frasers<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Central Public Library,,,Postal Code:: 188064<br>Level:: B1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: NLB<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Jalan Besar Community Club,,,Postal Code:: 208737<br>Level:: 2<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
The Marketplace @ 58 (Blk 58 New Upper Changi Rd),,,"Postal Code:: 461058<br>Level:: 1<br>Description:: Along perimeter of cooked food stalls side of hawker center, next to wash basin<br>Temperature of water:: Room Temperature<br>Operator:: East Coast Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Tekka Centre (Blk 665 Buffalo Road),,,"Postal Code:: 210665<br>Level:: 1<br>Description:: Hand washing area at Chinese section, near POSB ATMs<br>Temperature of water:: Room Temperature<br>Operator:: Tanjong Pagar Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Environment Building,,,Postal Code:: 228231<br>Level:: 2<br>Description:: Canteen<br>Temperature of water:: Cold<br>Operator:: Ministry of Sustainability and the Environment<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Holland Village Market & Food Centre,,,Postal Code:: 277700<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Room Temperature<br>Operator:: NEA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Changi Airport T4: Carpark 4A,,,"Postal Code:: 819665<br>Level:: 1<br>Description:: Near bicycle racks, along cycling path<br>Temperature of water:: Cold<br>Operator:: Changi Airport Group<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Blk 4A Jalan Batu Hawker Centre,,,Postal Code:: 432004<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Room Temperature<br>Operator:: Marine Parade Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Blk 216 Bedok Food Centre and Market,,,Postal Code:: 460216<br>Level:: 1<br>Description:: Next to cleaner store near traffic junction<br>Temperature of water:: Room Temperature<br>Operator:: East Coast Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Heartbeat @ Bedok,,,"Postal Code:: 8WGJ+QV Singapore<br>Level:: Every Storey<br>Description:: Outside public toilets<br>Temperature of water:: Cold, Room Temperature<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Orchard Point,,,"Postal Code:: 238842<br>Level:: 1<br>Description:: Side entrance facing Koek Road<br>Temperature of water:: Cold, Hot<br>Operator:: Orchard Point<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
MOE (Evans) Stadium,,,Postal Code:: 259366<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: Ministry of Education<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Jurong West ActiveSG Stadium,,,"Postal Code:: 648965<br>Level:: Ground<br>Description:: Next to toilets, various spread out along the stadium<br>Temperature of water:: Cold<br>Operator:: SportSG<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
NUS: Stephen Riady Centre,,,"Postal Code:: 138607<br>Level:: 1, 2<br>Description:: Outside public toilets<br>Temperature of water:: Cold, Hot, Room Temperature<br>Operator:: NUS<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
NUS: CREATE Building,,,"Postal Code:: 138602<br>Level:: 1, 2<br>Description:: Outside public toilets<br>Temperature of water:: Cold, Hot<br>Operator:: NUS<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
NUS: Education Resource Centre,,,"Postal Code:: 138608<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold, Hot, Room Temperature<br>Operator:: NUS<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
National Library Board,,,"Postal Code:: 188064<br>Level:: B1, 7, 8, 9, 10, and 11<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: National Library Board<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Esplanade Park,1.2894426,103.8540622,Postal Code:: 7VQ3+QJF Singapore<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Unsure<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.2894426<br>Longitude:: 103.8540622,Verified
Keppel Marina East Desalination Plant,,,Postal Code:: 7VVG+FM Singapore<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Unsure<br>Operator:: Keppel Infrastructure<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Yio Chu Kang Bus Interchange,,,Postal Code:: 9RMW+62 Singapore<br>Level:: 1<br>Description:: Next to Information Counter<br>Temperature of water:: Cold<br>Operator:: SBS Transit<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
West Coast Community Centre,,,Postal Code:: 129605<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
West Coast Market Square (Blk 726 Clementi West Street 2),,,Postal Code:: 120726<br>Level:: 1<br>Description:: Near Kim Guan Cooked Food (#01-145)<br>Temperature of water:: Room Temperature<br>Operator:: West Coast Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
East Coast Park: Toilet E1,,,Postal Code:: 8W4M+FV Singapore<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Room Temperature<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Jurong East Sports Centre,,,Postal Code:: 609517<br>Level:: 2<br>Description:: Near Sports Hall entrance<br>Temperature of water:: Cold<br>Operator:: SportSG<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Tanglin Community Club,,,Postal Code:: 297829<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Buona Vista Community Club,,,Postal Code:: 270036<br>Level:: 2<br>Description:: Near MPH Toilet<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Choa Chu Kang Stadium,,,Postal Code:: 689236<br>Level:: 1<br>Description:: Next to toilets at the far end closest to Block 762 CCK North 5<br>Temperature of water:: Cold<br>Operator:: SportSG<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Kebun Baru Community Club,1.37303,103.83786,Postal Code:: 9RFQ+649 Singapore<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.37303<br>Longitude:: 103.83786,Verified
Punggol Temporary Bus Interchange,1.40416,103.90218,Postal Code:: CW32+MV7 Singapore<br>Level:: 1<br>Description:: Wheelchair ramp next to OCBC ATM<br>Temperature of water:: Cold<br>Operator:: Go-Ahead Singapore<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.40416<br>Longitude:: 103.90218,Verified
"Holland Drive Market and Food Centre (Blk 44, Holland Drive)",,,Postal Code:: 270044<br>Level:: 1<br>Description:: At exit leading to block 43<br>Temperature of water:: Room Temperature<br>Operator:: Tanjong Pagar Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Lickers,,,Postal Code:: 530124<br>Level:: 1<br>Description:: Inside shop but non-patrons allowed to use<br>Temperature of water:: Room Temperature<br>Operator:: Lickers<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
"Changi Village Hawker Centre (Blks 2/3, Changi Village Road)",,,Postal Code:: 9XQQ+W5 Singapore<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Room Temperature<br>Operator:: East Coast Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Civil Service Club @ Changi,,,Postal Code:: 508503<br>Level:: 1<br>Description:: Near swimming pool and washrooms<br>Temperature of water:: Room Temperature<br>Operator:: CSC Changi<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Blk 216 Bedok Food Centre and Market,,,Postal Code:: 460216<br>Level:: 1<br>Description:: Exit leading to Bedok North Street 1<br>Temperature of water:: Room Temperature<br>Operator:: East Coast Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Lifelong Learning Institute - Learning Hub in Singapore,,,Postal Code:: 408601<br>Level:: 2<br>Description:: Outside public toilets<br>Temperature of water:: Room Temperature<br>Operator:: SkillsfutureSG<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Bedok Reservoir Food Centre,,,Postal Code:: 470630<br>Level:: 1<br>Description:: Faces shops at 632 Bedok Reservoir<br>Temperature of water:: Room Temperature<br>Operator:: Aljunied - Hougang Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Civil Service Club @ Changi,,,"Postal Code:: 508503<br>Level:: 1<br>Description:: Washrooms near swimming pool<br>Temperature of water:: Cold, Room Temperature<br>Operator:: CSC Changi<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Telok Kurau Park,,,Postal Code:: 423466<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Room Temperature<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Kampong Glam Community Club,,,"Postal Code:: 199581<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold, Room Temperature<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Nanyang Academy of Fine Arts (NAFA),,,"Postal Code:: 189655<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold, Room Temperature<br>Operator:: NAFA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
ComfortDelGro Driving Centre,,,Postal Code:: 408805<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: ComfortDelGro Driving Centre<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Whampoa Makan Place,,,Postal Code:: 320090<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Room Temperature<br>Operator:: Jalan Besar Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
VeganBurg,,,"Postal Code:: 8WC4+95 Singapore<br>Level:: 1<br>Description:: Outside restaurant, along Jalan Yasin<br>Temperature of water:: Cold<br>Operator:: VeganBurg<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
"Bukit Panjang Hawker Centre & Market (2, Bukit Panjang Ring Road)",,,Postal Code:: 679947<br>Level:: 1<br>Description:: Next to tray return station<br>Temperature of water:: Unsure<br>Operator:: FairPrice Group Hawker Centre<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Esplanade,1.289423689,103.856327,Postal Code:: 7VQ4+QG8 Singapore<br>Level:: 1<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: Esplanade Company<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.289423689<br>Longitude:: 103.856327,Verified
Delta Sports Hall,1.290411237,103.82038,"Postal Code:: 7RRC+556 Singapore<br>Level:: 1<br>Description:: Behind the badminton courts, ground floor/ beside the toilets<br>Temperature of water:: Cold<br>Operator:: SportSG<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.290411237<br>Longitude:: 103.82038",Verified
MacRitchie Reservoir - Amenities Centre,1.342421,103.834849,Postal Code:: 8RRM+XW9 Singapore<br>Level:: Ground Floor<br>Description:: Outside public toilets<br>Temperature of water:: Unsure<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.342421<br>Longitude:: 103.834849,Verified
Kreta Ayer CC,,,Postal Code:: 088995<br>Level:: 2<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Our Tampines Hub,,,"Postal Code:: 9W3R+64 Singapore<br>Level:: Multiple levels have a bottle water cooler and each toilet in the library has a cold/hot water dispenser.<br>Description:: Escalator to basement 1, when entering from Tampines DTL direction.<br>Temperature of water:: Cold, Hot<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
National Gallery of Singapore,,,"Postal Code:: 178957<br>Level:: 1<br>Description:: Outside public toilets, eg L1 near the museum shop<br>Temperature of water:: Unsure<br>Operator:: National Gallery of Singapore<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Clementi 448 Market and Food Centre ,1.313274,103.764415,"Postal Code:: 120448<br>Level:: 1<br>Description:: Near public toilets, beside sink, near staircase/ramp to block 445<br>Temperature of water:: Cold<br>Operator:: Jurong - Clementi Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.313274<br>Longitude:: 103.764415",Verified
Tanglin Halt Market,1.300415,103.797777,"Postal Code:: 148813<br>Level:: 1<br>Description:: Beside tray return, facing roadside<br>Temperature of water:: Unsure<br>Operator:: NEA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.300415<br>Longitude:: 103.797777",Verified
Queenstown Public Library ,1.298601,103.805426,"Postal Code:: 149297<br>Level:: 2<br>Description:: Outside Level 2 Toilets, furthest wall from stairwell <br>Temperature of water:: Cold<br>Operator:: NLB<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.298601<br>Longitude:: 103.805426",Verified
Hougang Hainanese Village Centre,,,Postal Code:: 530105<br>Level:: 2<br>Description:: Next to escalator <br>Temperature of water:: Room Temperature<br>Operator:: Aljunied - Hougang Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Ng Teng Fong General Hospital Tower C/Jurong Community Hospital,,,"Postal Code:: 8PMW+6F Singapore<br>Level:: 1<br>Description:: At the visitors Lobby at Level 1, turn right towards the chairs for public seating, the water dispenser is behind the wall on the right<br>Temperature of water:: Cold, Hot<br>Operator:: NTFGH<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Masjid Al-Mukminin/Al-Mukminin Mosque,,,Postal Code:: 8PQR+MH Singapore<br>Level:: 1<br>Description:: Right across the first floor office/Right next to the door of the staircase that leads to the second floor<br>Temperature of water:: Cold<br>Operator:: Masjid Al-Mukminin/Al-Mukminin Mosque<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
"Opposite the Beast and Butterfly Restaurant, facing the river",1.290216,103.836372,"Postal Code:: 238259<br>Level:: 1<br>Description:: By the river, opposite Beast and Butterfly restaurant. near the bike parking area <br>Temperature of water:: Room Temperature<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.290216<br>Longitude:: 103.836372",Verified
Fernvale Hawker Centre,,,Postal Code:: 797650<br>Level:: 3<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: NEA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Fort Canning Park: At the top of the stairs to Raffles Garden,"1°17'30.4""N","103°50'52.5""E","Postal Code:: 7RRX+P57 Singapore<br>Level:: Ground<br>Description:: On the right side<br>Temperature of water:: Room Temperature<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1°17'30.4""N<br>Longitude:: 103°50'52.5""E",Verified
Fort Canning Park: Exercise Area,"1°17'35.7""N ","103°50'43.7""E","Postal Code:: 7RVW+855 Singapore<br>Level:: Ground<br>Description:: Right next to the exercise area<br>Temperature of water:: Room Temperature<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1°17'35.7""N <br>Longitude:: 103°50'43.7""E",Verified
Fort Canning Park: Peak of the park,1°17'40.8,103°50'44.9,Postal Code:: 7RVW+V87 Singapore<br>Level:: Ground<br>Description:: Towards the reservoir from Fort Gate<br>Temperature of water:: Room Temperature<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1°17'40.8<br>Longitude:: 103°50'44.9,Verified
Yuhua Community Club,1.3400828,103.737205,Postal Code:: 609958<br>Level:: 1<br>Description:: Multi Purpose Hall<br>Temperature of water:: Unsure<br>Operator:: PA<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.3400828<br>Longitude:: 103.737205,Verified
Bukit Canberra Lift Lobby G,,,"Postal Code:: 756973<br>Level:: 1<br>Description:: Near Lift Lobby G<br>Temperature of water:: Cold, Hot<br>Operator:: ActiveSG<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
Bedok Reservoir: PAssion WaVe,,,Postal Code:: 479311<br>Level:: 1<br>Description:: Between exercise corner and jogging path<br>Temperature of water:: Cold<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Sentosa: Siloso Beach Toilets,1.2542741,103.8140929,Postal Code:: 7R37+PJ Singapore<br>Level:: 1<br>Description:: Outside public toilets <br>Temperature of water:: Room Temperature<br>Operator:: Sentosa<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.2542741<br>Longitude:: 103.8140929,Verified
Tanjong Pagar Plaza Market & Food Centre,,,Postal Code:: 081006<br>Level:: 2<br>Description:: Opposite the drinks stall and next to the basin for washing hands<br>Temperature of water:: Cold<br>Operator:: Tanjong Pagar Town Council<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ,Verified
Rifle Range Nature Park,1.3434385,103.7797485,Postal Code:: 8QVH+9VH Singapore<br>Level:: Ground<br>Description:: Outside public toilets<br>Temperature of water:: Cold<br>Operator:: NParks<br>Source:: Google Forms<br>Verified:: <br>Latitude:: 1.3434385<br>Longitude:: 103.7797485,Verified
Seletar Mall ,,,"Postal Code:: 797653<br>Level:: B2<br>Description:: Outside public toilets, it is a pantry room with water dispenser<br>Temperature of water:: Cold, Hot<br>Operator:: Seletar Mall<br>Source:: Google Forms<br>Verified:: <br>Latitude:: <br>Longitude:: ",Verified
